Site,Lat,Lon,ppt_Jan,ppt_Feb,ppt_Mar,ppt_Apr,ppt_May,ppt_Jun,ppt_Jul,ppt_Aug,ppt_Sep,ppt_Oct,ppt_Nov,ppt_Dec,ppt_Annual,tmin_Jan,tmin_Feb,tmin_Mar,tmin_Apr,tmin_May,tmin_Jun,tmin_Jul,tmin_Aug,tmin_Sep,tmin_Oct,tmin_Nov,tmin_Dec,tmin_Annual,tmean_Jan,tmean_Feb,tmean_Mar,tmean_Apr,tmean_May,tmean_Jun,tmean_Jul,tmean_Aug,tmean_Sep,tmean_Oct,tmean_Nov,tmean_Dec,tmean_Annual,tmax_Jan,tmax_Feb,tmax_Mar,tmax_Apr,tmax_May,tmax_Jun,tmax_Jul,tmax_Aug,tmax_Sep,tmax_Oct,tmax_Nov,tmax_Dec,tmax_Annual
Preacher_Creek,45.99166667,-111.4666667,9.92,8.47,17.21,36.08,53.42,63.7,31.44,23.26,28.87,25.21,15.58,11.87,325.01,-10.5,-8.9,-5,-1,3.9,7.6,10.6,9.3,4.9,-0.6,-6.1,-10.5,-0.5,-4.6,-2.8,1.9,6.4,11.4,15.6,20.1,19.2,14.1,7.3,0.2,-4.7,7,1.3,3.3,8.8,13.8,18.9,23.6,29.6,29.1,23.2,15.1,6.5,1.1,14.5
Preacher_Creek,45.99166667,-111.4666667,9.92,8.47,17.21,36.08,53.42,63.7,31.44,23.26,28.87,25.21,15.58,11.87,325.01,-10.5,-8.9,-5,-1,3.9,7.6,10.6,9.3,4.9,-0.6,-6.1,-10.5,-0.5,-4.6,-2.8,1.9,6.4,11.4,15.6,20.1,19.2,14.1,7.3,0.2,-4.7,7,1.3,3.3,8.8,13.8,18.9,23.6,29.6,29.1,23.2,15.1,6.5,1.1,14.5
Preacher_Creek,45.99166667,-111.4666667,9.92,8.47,17.21,36.08,53.42,63.7,31.44,23.26,28.87,25.21,15.58,11.87,325.01,-10.5,-8.9,-5,-1,3.9,7.6,10.6,9.3,4.9,-0.6,-6.1,-10.5,-0.5,-4.6,-2.8,1.9,6.4,11.4,15.6,20.1,19.2,14.1,7.3,0.2,-4.7,7,1.3,3.3,8.8,13.8,18.9,23.6,29.6,29.1,23.2,15.1,6.5,1.1,14.5
Preacher_Creek,45.99166667,-111.4666667,9.92,8.47,17.21,36.08,53.42,63.7,31.44,23.26,28.87,25.21,15.58,11.87,325.01,-10.5,-8.9,-5,-1,3.9,7.6,10.6,9.3,4.9,-0.6,-6.1,-10.5,-0.5,-4.6,-2.8,1.9,6.4,11.4,15.6,20.1,19.2,14.1,7.3,0.2,-4.7,7,1.3,3.3,8.8,13.8,18.9,23.6,29.6,29.1,23.2,15.1,6.5,1.1,14.5
Red_Bluff,45.598,-111.627,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff,45.598,-111.627,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff,45.598,-111.627,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff_climate,45.600932,-111.622349,13,14.87,28.61,52.49,68.78,77.87,27.7,26.71,34.49,43.05,21.79,15.14,424.48,-9.5,-9,-5.3,-1.7,2.8,6.3,9.6,8.8,5,-0.2,-5.7,-10.1,-0.7,-4,-3,1.1,5.1,9.8,14.1,18.8,18.1,13.4,6.8,0.1,-4.5,6.3,1.5,3,7.6,11.8,16.9,21.8,27.9,27.5,21.8,13.8,5.8,1.1,13.4
Red_Bluff,45.98833333,-111.0466667,68.5,70.07,82.08,121.45,120.63,129.41,45.58,44.39,63.2,88.27,86.15,80.85,1000.56,-8.8,-9.8,-7,-4.2,0.2,4.5,9.4,8.9,4.8,-1,-5.8,-9.4,-1.5,-5.1,-5.4,-1.8,1.6,6.2,10.8,16.4,15.9,10.9,3.9,-1.9,-5.7,3.8,-1.3,-0.9,3.4,7.4,12.2,17,23.3,22.9,17,8.9,1.9,-2,9.2
Red_Bluff,45.98833333,-111.0466667,68.5,70.07,82.08,121.45,120.63,129.41,45.58,44.39,63.2,88.27,86.15,80.85,1000.56,-8.8,-9.8,-7,-4.2,0.2,4.5,9.4,8.9,4.8,-1,-5.8,-9.4,-1.5,-5.1,-5.4,-1.8,1.6,6.2,10.8,16.4,15.9,10.9,3.9,-1.9,-5.7,3.8,-1.3,-0.9,3.4,7.4,12.2,17,23.3,22.9,17,8.9,1.9,-2,9.2
Red_Bluff,45.98833333,-111.0466667,68.5,70.07,82.08,121.45,120.63,129.41,45.58,44.39,63.2,88.27,86.15,80.85,1000.56,-8.8,-9.8,-7,-4.2,0.2,4.5,9.4,8.9,4.8,-1,-5.8,-9.4,-1.5,-5.1,-5.4,-1.8,1.6,6.2,10.8,16.4,15.9,10.9,3.9,-1.9,-5.7,3.8,-1.3,-0.9,3.4,7.4,12.2,17,23.3,22.9,17,8.9,1.9,-2,9.2
Red_Bluff,45.98833333,-111.0466667,68.5,70.07,82.08,121.45,120.63,129.41,45.58,44.39,63.2,88.27,86.15,80.85,1000.56,-8.8,-9.8,-7,-4.2,0.2,4.5,9.4,8.9,4.8,-1,-5.8,-9.4,-1.5,-5.1,-5.4,-1.8,1.6,6.2,10.8,16.4,15.9,10.9,3.9,-1.9,-5.7,3.8,-1.3,-0.9,3.4,7.4,12.2,17,23.3,22.9,17,8.9,1.9,-2,9.2
Red_Bluff,45.98833333,-111.0466667,68.5,70.07,82.08,121.45,120.63,129.41,45.58,44.39,63.2,88.27,86.15,80.85,1000.56,-8.8,-9.8,-7,-4.2,0.2,4.5,9.4,8.9,4.8,-1,-5.8,-9.4,-1.5,-5.1,-5.4,-1.8,1.6,6.2,10.8,16.4,15.9,10.9,3.9,-1.9,-5.7,3.8,-1.3,-0.9,3.4,7.4,12.2,17,23.3,22.9,17,8.9,1.9,-2,9.2
reeds_grove,44.576,-116.792,101.43,70.55,74.17,54.29,62.27,46.01,11.97,13.26,21.22,41.07,73.64,112.36,682.24,-7.8,-6.1,-2.6,0.3,4.4,7.8,11.8,11.1,6.5,1.2,-3.5,-7.3,1.3,-3.6,-1,3.6,7.6,12.4,16.4,21.9,21.3,16,8.8,1.8,-3.2,8.5,0.6,4.2,9.7,14.9,20.4,25.1,31.9,31.5,25.5,16.4,7,0.9,15.7
reeds_grove,44.576,-116.792,101.43,70.55,74.17,54.29,62.27,46.01,11.97,13.26,21.22,41.07,73.64,112.36,682.24,-7.8,-6.1,-2.6,0.3,4.4,7.8,11.8,11.1,6.5,1.2,-3.5,-7.3,1.3,-3.6,-1,3.6,7.6,12.4,16.4,21.9,21.3,16,8.8,1.8,-3.2,8.5,0.6,4.2,9.7,14.9,20.4,25.1,31.9,31.5,25.5,16.4,7,0.9,15.7
reeds_grove,44.576,-116.792,101.43,70.55,74.17,54.29,62.27,46.01,11.97,13.26,21.22,41.07,73.64,112.36,682.24,-7.8,-6.1,-2.6,0.3,4.4,7.8,11.8,11.1,6.5,1.2,-3.5,-7.3,1.3,-3.6,-1,3.6,7.6,12.4,16.4,21.9,21.3,16,8.8,1.8,-3.2,8.5,0.6,4.2,9.7,14.9,20.4,25.1,31.9,31.5,25.5,16.4,7,0.9,15.7
reeds_grove_lower,44.571,-116.785,98.21,69.4,74.77,54.94,61.06,46.21,11.04,12.22,21.43,41.16,75.75,111.34,677.52,-7.6,-5.9,-2.3,0.5,4.4,8,12,11.3,6.7,1.4,-3.2,-7.1,1.5,-3.4,-0.9,3.7,7.6,12.3,16.5,21.9,21.4,16,8.8,1.9,-3.1,8.6,0.8,4.1,9.7,14.8,20.2,25,31.8,31.4,25.4,16.3,6.9,0.9,15.6
reeds_grove_lower,44.571,-116.785,98.21,69.4,74.77,54.94,61.06,46.21,11.04,12.22,21.43,41.16,75.75,111.34,677.52,-7.6,-5.9,-2.3,0.5,4.4,8,12,11.3,6.7,1.4,-3.2,-7.1,1.5,-3.4,-0.9,3.7,7.6,12.3,16.5,21.9,21.4,16,8.8,1.9,-3.1,8.6,0.8,4.1,9.7,14.8,20.2,25,31.8,31.4,25.4,16.3,6.9,0.9,15.6
reeds_grove_lower,44.571,-116.785,98.21,69.4,74.77,54.94,61.06,46.21,11.04,12.22,21.43,41.16,75.75,111.34,677.52,-7.6,-5.9,-2.3,0.5,4.4,8,12,11.3,6.7,1.4,-3.2,-7.1,1.5,-3.4,-0.9,3.7,7.6,12.3,16.5,21.9,21.4,16,8.8,1.9,-3.1,8.6,0.8,4.1,9.7,14.8,20.2,25,31.8,31.4,25.4,16.3,6.9,0.9,15.6
Rinker_Rock,43.44492,-114.367,56.02,46.08,41.08,30.66,42.14,25.55,9.41,10.79,20.1,30.65,34.33,66.11,412.92,-11.7,-10.1,-6,-1.9,2.2,5.3,9.5,8.7,4.4,-0.7,-6.4,-11.1,-1.5,-5.8,-3.9,0.5,5.1,9.8,13.8,19.1,18.5,13.5,7,-0.2,-5.6,6,0.2,2.2,6.9,12.1,17.4,22.3,28.7,28.3,22.7,14.8,6,-0.1,13.5
Rinker_Rock,43.44492,-114.367,56.02,46.08,41.08,30.66,42.14,25.55,9.41,10.79,20.1,30.65,34.33,66.11,412.92,-11.7,-10.1,-6,-1.9,2.2,5.3,9.5,8.7,4.4,-0.7,-6.4,-11.1,-1.5,-5.8,-3.9,0.5,5.1,9.8,13.8,19.1,18.5,13.5,7,-0.2,-5.6,6,0.2,2.2,6.9,12.1,17.4,22.3,28.7,28.3,22.7,14.8,6,-0.1,13.5
Rinker_Rock,43.44516,-114.367,56.02,46.08,41.08,30.66,42.14,25.55,9.41,10.79,20.1,30.65,34.33,66.11,412.92,-11.7,-10.1,-6,-1.9,2.2,5.3,9.5,8.7,4.4,-0.7,-6.4,-11.1,-1.5,-5.8,-3.9,0.5,5.1,9.8,13.8,19.1,18.5,13.5,7,-0.2,-5.6,6,0.2,2.2,6.9,12.1,17.4,22.3,28.7,28.3,22.7,14.8,6,-0.1,13.5
Rinker_Rock,43.44516,-114.367,56.02,46.08,41.08,30.66,42.14,25.55,9.41,10.79,20.1,30.65,34.33,66.11,412.92,-11.7,-10.1,-6,-1.9,2.2,5.3,9.5,8.7,4.4,-0.7,-6.4,-11.1,-1.5,-5.8,-3.9,0.5,5.1,9.8,13.8,19.1,18.5,13.5,7,-0.2,-5.6,6,0.2,2.2,6.9,12.1,17.4,22.3,28.7,28.3,22.7,14.8,6,-0.1,13.5
Rinker_Rock,43.44497,-114.374,54.06,43.32,39.57,29.91,41.03,24.83,8.89,10.14,19.21,29.42,33.09,63.36,396.84,-11.8,-10.2,-5.9,-1.8,2.4,5.6,9.6,8.8,4.4,-0.8,-6.3,-11.2,-1.4,-5.9,-4,0.6,5.3,10,14.1,19.3,18.7,13.7,7.1,-0.1,-5.7,6.1,0,2.2,7,12.3,17.7,22.6,28.9,28.6,23,15,6.2,-0.2,13.6
Rinker_Rock,43.44497,-114.374,54.06,43.32,39.57,29.91,41.03,24.83,8.89,10.14,19.21,29.42,33.09,63.36,396.84,-11.8,-10.2,-5.9,-1.8,2.4,5.6,9.6,8.8,4.4,-0.8,-6.3,-11.2,-1.4,-5.9,-4,0.6,5.3,10,14.1,19.3,18.7,13.7,7.1,-0.1,-5.7,6.1,0,2.2,7,12.3,17.7,22.6,28.9,28.6,23,15,6.2,-0.2,13.6
Rinker_Rock,43.44539,-114.374,54.06,43.32,39.57,29.91,41.03,24.83,8.89,10.14,19.21,29.42,33.09,63.36,396.84,-11.8,-10.2,-5.9,-1.8,2.4,5.6,9.6,8.8,4.4,-0.8,-6.3,-11.2,-1.4,-5.9,-4,0.6,5.3,10,14.1,19.3,18.7,13.7,7.1,-0.1,-5.7,6.1,0,2.2,7,12.3,17.7,22.6,28.9,28.6,23,15,6.2,-0.2,13.6
Rinker_Rock,43.44539,-114.374,54.06,43.32,39.57,29.91,41.03,24.83,8.89,10.14,19.21,29.42,33.09,63.36,396.84,-11.8,-10.2,-5.9,-1.8,2.4,5.6,9.6,8.8,4.4,-0.8,-6.3,-11.2,-1.4,-5.9,-4,0.6,5.3,10,14.1,19.3,18.7,13.7,7.1,-0.1,-5.7,6.1,0,2.2,7,12.3,17.7,22.6,28.9,28.6,23,15,6.2,-0.2,13.6
Rinker_Rock,43.44874,-114.367,57.31,47.72,42.04,31.24,42.76,26.08,9.75,11.26,20.71,31.33,35.35,67.99,423.54,-11.5,-10,-6.1,-2.2,1.9,5,9.2,8.4,4.1,-1,-6.4,-11,-1.6,-5.5,-3.8,0.4,4.9,9.5,13.6,18.8,18.2,13.3,6.8,-0.2,-5.5,5.9,0.6,2.5,6.9,11.9,17.2,22.1,28.5,28.1,22.5,14.6,6,0.1,13.4
Rinker_Rock,43.44874,-114.367,57.31,47.72,42.04,31.24,42.76,26.08,9.75,11.26,20.71,31.33,35.35,67.99,423.54,-11.5,-10,-6.1,-2.2,1.9,5,9.2,8.4,4.1,-1,-6.4,-11,-1.6,-5.5,-3.8,0.4,4.9,9.5,13.6,18.8,18.2,13.3,6.8,-0.2,-5.5,5.9,0.6,2.5,6.9,11.9,17.2,22.1,28.5,28.1,22.5,14.6,6,0.1,13.4
Rinker_Rock,43.44899,-114.367,57.31,47.72,42.04,31.24,42.76,26.08,9.75,11.26,20.71,31.33,35.35,67.99,423.54,-11.5,-10,-6.1,-2.2,1.9,5,9.2,8.4,4.1,-1,-6.4,-11,-1.6,-5.5,-3.8,0.4,4.9,9.5,13.6,18.8,18.2,13.3,6.8,-0.2,-5.5,5.9,0.6,2.5,6.9,11.9,17.2,22.1,28.5,28.1,22.5,14.6,6,0.1,13.4
Rinker_Rock,43.44899,-114.367,57.31,47.72,42.04,31.24,42.76,26.08,9.75,11.26,20.71,31.33,35.35,67.99,423.54,-11.5,-10,-6.1,-2.2,1.9,5,9.2,8.4,4.1,-1,-6.4,-11,-1.6,-5.5,-3.8,0.4,4.9,9.5,13.6,18.8,18.2,13.3,6.8,-0.2,-5.5,5.9,0.6,2.5,6.9,11.9,17.2,22.1,28.5,28.1,22.5,14.6,6,0.1,13.4
Rinker_Rock,43.44603,-114.367,57.31,47.72,42.04,31.24,42.76,26.08,9.75,11.26,20.71,31.33,35.35,67.99,423.54,-11.5,-10,-6.1,-2.2,1.9,5,9.2,8.4,4.1,-1,-6.4,-11,-1.6,-5.5,-3.8,0.4,4.9,9.5,13.6,18.8,18.2,13.3,6.8,-0.2,-5.5,5.9,0.6,2.5,6.9,11.9,17.2,22.1,28.5,28.1,22.5,14.6,6,0.1,13.4
Rinker_Rock,43.44603,-114.367,57.31,47.72,42.04,31.24,42.76,26.08,9.75,11.26,20.71,31.33,35.35,67.99,423.54,-11.5,-10,-6.1,-2.2,1.9,5,9.2,8.4,4.1,-1,-6.4,-11,-1.6,-5.5,-3.8,0.4,4.9,9.5,13.6,18.8,18.2,13.3,6.8,-0.2,-5.5,5.9,0.6,2.5,6.9,11.9,17.2,22.1,28.5,28.1,22.5,14.6,6,0.1,13.4
Rinker_Rock,43.4456,-114.367,56.02,46.08,41.08,30.66,42.14,25.55,9.41,10.79,20.1,30.65,34.33,66.11,412.92,-11.7,-10.1,-6,-1.9,2.2,5.3,9.5,8.7,4.4,-0.7,-6.4,-11.1,-1.5,-5.8,-3.9,0.5,5.1,9.8,13.8,19.1,18.5,13.5,7,-0.2,-5.6,6,0.2,2.2,6.9,12.1,17.4,22.3,28.7,28.3,22.7,14.8,6,-0.1,13.5
Rinker_Rock,43.4456,-114.367,56.02,46.08,41.08,30.66,42.14,25.55,9.41,10.79,20.1,30.65,34.33,66.11,412.92,-11.7,-10.1,-6,-1.9,2.2,5.3,9.5,8.7,4.4,-0.7,-6.4,-11.1,-1.5,-5.8,-3.9,0.5,5.1,9.8,13.8,19.1,18.5,13.5,7,-0.2,-5.6,6,0.2,2.2,6.9,12.1,17.4,22.3,28.7,28.3,22.7,14.8,6,-0.1,13.5
Rinker_Rock,43.44936,-114.366,57.31,47.72,42.04,31.24,42.76,26.08,9.75,11.26,20.71,31.33,35.35,67.99,423.54,-11.5,-10,-6.1,-2.2,1.9,5,9.2,8.4,4.1,-1,-6.4,-11,-1.6,-5.5,-3.8,0.4,4.9,9.5,13.6,18.8,18.2,13.3,6.8,-0.2,-5.5,5.9,0.6,2.5,6.9,11.9,17.2,22.1,28.5,28.1,22.5,14.6,6,0.1,13.4
Rinker_Rock,43.44936,-114.366,57.31,47.72,42.04,31.24,42.76,26.08,9.75,11.26,20.71,31.33,35.35,67.99,423.54,-11.5,-10,-6.1,-2.2,1.9,5,9.2,8.4,4.1,-1,-6.4,-11,-1.6,-5.5,-3.8,0.4,4.9,9.5,13.6,18.8,18.2,13.3,6.8,-0.2,-5.5,5.9,0.6,2.5,6.9,11.9,17.2,22.1,28.5,28.1,22.5,14.6,6,0.1,13.4
Rinker_Rock,43.44946,-114.367,57.31,47.72,42.04,31.24,42.76,26.08,9.75,11.26,20.71,31.33,35.35,67.99,423.54,-11.5,-10,-6.1,-2.2,1.9,5,9.2,8.4,4.1,-1,-6.4,-11,-1.6,-5.5,-3.8,0.4,4.9,9.5,13.6,18.8,18.2,13.3,6.8,-0.2,-5.5,5.9,0.6,2.5,6.9,11.9,17.2,22.1,28.5,28.1,22.5,14.6,6,0.1,13.4
