"","Plot","Type","Site","Year","Group","Incidence"
"1022","S13-26-37","S13","S13-26","2016","VI",0
"1023","S13-26-37","S13","S13-26","2016","PF",24
"1024","S13-26-37","S13","S13-26","2016","AF",2
"1025","S13-26-37","S13","S13-26","2016","GR",19
"1026","S13-26-37","S13","S13-26","2016","LEG",2
"1027","S13-26-38","S13","S13-26","2016","SHTR",2
"1028","S13-26-38","S13","S13-26","2016","VI",0
"1029","S13-26-38","S13","S13-26","2016","PF",23
"1030","S13-26-38","S13","S13-26","2016","AF",0
"1031","S13-26-38","S13","S13-26","2016","GR",31
"1032","S13-26-38","S13","S13-26","2016","LEG",0
"1033","S13-6-11","S13","S13-6","2016","SHTR",12
"1034","S13-6-11","S13","S13-6","2016","VI",0
"1035","S13-6-11","S13","S13-6","2016","PF",36
"1036","S13-6-11","S13","S13-6","2016","AF",1
"1037","S13-6-11","S13","S13-6","2016","GR",13
"1038","S13-6-11","S13","S13-6","2016","LEG",5
"1039","S13-6-12","S13","S13-6","2016","SHTR",6
"1040","S13-6-12","S13","S13-6","2016","VI",0
"1041","S13-6-12","S13","S13-6","2016","PF",18
"1042","S13-6-12","S13","S13-6","2016","AF",0
"1043","S13-6-12","S13","S13-6","2016","GR",16
"1044","S13-6-12","S13","S13-6","2016","LEG",0
"1045","S13-6-41","S13","S13-6","2016","SHTR",7
"1046","S13-6-41","S13","S13-6","2016","VI",0
"1047","S13-6-41","S13","S13-6","2016","PF",22
"1048","S13-6-41","S13","S13-6","2016","AF",1
"1049","S13-6-41","S13","S13-6","2016","GR",14
"1050","S13-6-41","S13","S13-6","2016","LEG",0
"1051","S13-6-42","S13","S13-6","2016","SHTR",10
"1052","S13-6-42","S13","S13-6","2016","VI",2
"1053","S13-6-42","S13","S13-6","2016","PF",34
"1054","S13-6-42","S13","S13-6","2016","AF",2
"1055","S13-6-42","S13","S13-6","2016","GR",13
"1056","S13-6-42","S13","S13-6","2016","LEG",0
"1057","S13-9-13","S13","S13-9","2016","SHTR",4
"1058","S13-9-13","S13","S13-9","2016","VI",0
"1059","S13-9-13","S13","S13-9","2016","PF",26
"1060","S13-9-13","S13","S13-9","2016","AF",5
"1061","S13-9-13","S13","S13-9","2016","GR",16
"1062","S13-9-13","S13","S13-9","2016","LEG",0
"1063","S13-9-14","S13","S13-9","2016","SHTR",2
"1064","S13-9-14","S13","S13-9","2016","VI",1
"1065","S13-9-14","S13","S13-9","2016","PF",37
"1066","S13-9-14","S13","S13-9","2016","AF",4
"1067","S13-9-14","S13","S13-9","2016","GR",16
"1068","S13-9-14","S13","S13-9","2016","LEG",6
"1069","S13-9-39","S13","S13-9","2016","SHTR",12
"1070","S13-9-39","S13","S13-9","2016","VI",0
"1071","S13-9-39","S13","S13-9","2016","PF",27
"1072","S13-9-39","S13","S13-9","2016","AF",0
"1073","S13-9-39","S13","S13-9","2016","GR",19
"1074","S13-9-39","S13","S13-9","2016","LEG",0
"1075","S13-9-40","S13","S13-9","2016","SHTR",4
"1076","S13-9-40","S13","S13-9","2016","VI",4
"1077","S13-9-40","S13","S13-9","2016","PF",20
"1078","S13-9-40","S13","S13-9","2016","AF",5
"1079","S13-9-40","S13","S13-9","2016","GR",18
"1080","S13-9-40","S13","S13-9","2016","LEG",1
