Plot,Lat,Lon,State,Region,Elevation,Slope,MAP,T_min,MAT,T_max,rich,Shannon,litter,bare_rock,BD0cm,BD100cm,BD15cm,Bd200cm,BD30cm,BD5cm,BD60cm,Clay0cm,Clay100cm,Clay15cm,Clay200cm,Clay30cm,Clay5cm,Clay60cm,N0cm,N100cm,N15cm,N200cm,N30cm,N5cm,N60cm,pH0cm,pH100cm,pH15cm,pH200cm,pH30cm,pH5cm,pH60cm,Sand0cm,Sand100cm,Sand15cm,Sand200cm,Sand30cm,Sand5cm,Sand60cm,SOC0cm,SOC100cm,SOC15cm,SOC200cm,SOC30cm,SOC5cm,SOC60cm
chipmunk_road_3_ctrl_one_yr,43.184,-116.821,ID,Cold Deserts,1680.43,6.07,540.98,1.55,7.6,13.64,9,1.445011148,0,20.6,1032,1497,1202,1444,1209,1147,1296,16,15,20,15,27,15,24,29,10,18,11,14,19,10,66,71,67,72,68,66,69,35,46,33,49,31,36,35,71,5,15,4,10,24,7
CSKT_1_ctrl_one_yr,47.236,-114.144,MT,Western Cordillera,927.14,12.09,454.71,1.2,7.28,13.37,15,1.436854753,83.86,16.14,959,1498,1254,1469,1338,1120,1410,22,25,25,23,32,23,30,29,8,18,8,12,20,9,71,77,72,78,74,70,76,18,17,17,22,13,18,15,56,5,14,5,9,24,7
CSKT_2_ctrl_one_yr,47.236,-114.144,MT,Western Cordillera,927.14,12.09,454.71,1.2,7.28,13.37,14,1.270462192,85.86,14.14,959,1498,1254,1469,1338,1120,1410,22,25,25,23,32,23,30,29,8,18,8,12,20,9,71,77,72,78,74,70,76,18,17,17,22,13,18,15,56,5,14,5,9,24,7
CSKT_3_ctrl_one_yr,47.236,-114.144,MT,Western Cordillera,927.14,12.09,454.71,1.2,7.28,13.37,14,1.425433527,85.57,14.43,959,1498,1254,1469,1338,1120,1410,22,25,25,23,32,23,30,29,8,18,8,12,20,9,71,77,72,78,74,70,76,18,17,17,22,13,18,15,56,5,14,5,9,24,7
decker_A1_1_ctrl_one_yr,45.06,-106.84,MT,West and South Central Semiarid Prairies,1088.97,7.7,290.59,-0.82,7.54,15.91,7,0.628823282,43.5,29,1292,1427,1336,1439,1374,1323,1369,23,29,29,27,34,25,31,9,8,11,9,10,13,9,73,81,75,81,77,73,80,34,31,29,32,26,34,28,26,5,9,4,8,17,5
decker_A2__ctrl_one_yr,45.06,-106.84,MT,West and South Central Semiarid Prairies,1088.97,7.7,290.59,-0.82,7.54,15.91,5,0.680112021,47.67,24.67,1292,1427,1336,1439,1374,1323,1369,23,29,29,27,34,25,31,9,8,11,9,10,13,9,73,81,75,81,77,73,80,34,31,29,32,26,34,28,26,5,9,4,8,17,5
decker_B1__ctrl_one_yr,45.06,-106.84,MT,West and South Central Semiarid Prairies,1088.97,7.7,290.59,-0.82,7.54,15.91,11,1.777785814,68.5,16.17,1292,1427,1336,1439,1374,1323,1369,23,29,29,27,34,25,31,9,8,11,9,10,13,9,73,81,75,81,77,73,80,34,31,29,32,26,34,28,26,5,9,4,8,17,5
decker_C1__ctrl_one_yr,45.06,-106.84,MT,West and South Central Semiarid Prairies,1088.97,7.7,290.59,-0.82,7.54,15.91,7,0.694998087,47.17,5.67,1292,1427,1336,1439,1374,1323,1369,23,29,29,27,34,25,31,9,8,11,9,10,13,9,73,81,75,81,77,73,80,34,31,29,32,26,34,28,26,5,9,4,8,17,5
decker_C2__ctrl_one_yr,45.06,-106.84,MT,West and South Central Semiarid Prairies,1088.97,7.7,290.59,-0.82,7.54,15.91,8,1.795415572,76.5,1.83,1292,1427,1336,1439,1374,1323,1369,23,29,29,27,34,25,31,9,8,11,9,10,13,9,73,81,75,81,77,73,80,34,31,29,32,26,34,28,26,5,9,4,8,17,5
decker_C3__ctrl_one_yr,45.06,-106.84,MT,West and South Central Semiarid Prairies,1088.97,7.7,290.59,-0.82,7.54,15.91,9,1.885943965,67.17,5,1292,1427,1336,1439,1374,1323,1369,23,29,29,27,34,25,31,9,8,11,9,10,13,9,73,81,75,81,77,73,80,34,31,29,32,26,34,28,26,5,9,4,8,17,5
Draw_3_ctrl_one_yr,41.204832,-104.875335,WY,West and South Central Semiarid Prairies,1928.42,6.59,391.46,0.41,7.43,14.45,10,2.015283118,38,1.5,1196,1478,1314,1379,1341,1239,1372,18,18,22,18,26,17,25,16,8,16,9,12,17,8,71,79,73,79,74,69,77,62,64,62,67,61,62,62,29,4,14,4,10,18,6
FK_Cottonwood_1_ctrl_one_yr,46.409,-105.939,MT,West and South Central Semiarid Prairies,806,0.01,318.22,0.61,7.94,15.26,15,1.940566765,92.86,5,1334,1464,1416,1460,1404,1365,1457,23,27,29,22,30,25,28,16,9,12,10,10,15,10,73,85,78,85,80,73,84,34,34,34,41,30,38,30,31,5,10,5,8,14,7
FK_Cottonwood_2_ctrl_one_yr,46.409,-105.939,MT,West and South Central Semiarid Prairies,806,0.01,318.22,0.61,7.94,15.26,19,2.049327833,36.57,3.64,1334,1464,1416,1460,1404,1365,1457,23,27,29,22,30,25,28,16,9,12,10,10,15,10,73,85,78,85,80,73,84,34,34,34,41,30,38,30,31,5,10,5,8,14,7
FK_Cottonwood_3_ctrl_one_yr,46.409,-105.939,MT,West and South Central Semiarid Prairies,806,0.01,318.22,0.61,7.94,15.26,18,1.679100516,64,6.29,1334,1464,1416,1460,1404,1365,1457,23,27,29,22,30,25,28,16,9,12,10,10,15,10,73,85,78,85,80,73,84,34,34,34,41,30,38,30,31,5,10,5,8,14,7
FK_East_Hill_1_ctrl_one_yr,46.355,-105.838,MT,West and South Central Semiarid Prairies,748,1.02,320.45,0.52,8.13,15.74,16,1.504666256,5,92.86,1265,1450,1382,1450,1408,1315,1425,25,25,29,25,30,26,29,16,9,14,10,10,19,10,71,76,73,77,75,70,76,36,35,27,44,26,32,26,37,5,9,5,7,24,6
FK_East_Hill_2_ctrl_one_yr,46.355,-105.838,MT,West and South Central Semiarid Prairies,748,1.02,320.45,0.52,8.13,15.74,20,1.421478165,3.64,36.57,1265,1450,1382,1450,1408,1315,1425,25,25,29,25,30,26,29,16,9,14,10,10,19,10,71,76,73,77,75,70,76,36,35,27,44,26,32,26,37,5,9,5,7,24,6
FK_East_Hill_3_ctrl_one_yr,46.355,-105.838,MT,West and South Central Semiarid Prairies,748,1.02,320.45,0.52,8.13,15.74,20,1.381123804,6.29,64,1265,1450,1382,1450,1408,1315,1425,25,25,29,25,30,26,29,16,9,14,10,10,19,10,71,76,73,77,75,70,76,36,35,27,44,26,32,26,37,5,9,5,7,24,6
FK_Hogsback_1_ctrl_one_yr,46.326,-105.808,MT,West and South Central Semiarid Prairies,756.53,13.51,321.93,0.51,8.16,15.81,16,1.526415139,76.71,22.57,1271,1444,1371,1438,1362,1291,1400,31,31,34,32,35,32,35,19,9,13,10,10,17,10,73,83,75,83,76,73,82,45,46,46,50,43,44,42,59,4,11,4,7,22,5
FK_Hogsback_2_ctrl_one_yr,46.326,-105.808,MT,West and South Central Semiarid Prairies,756.53,13.51,321.93,0.51,8.16,15.81,16,1.610050774,50,16.57,1271,1444,1371,1438,1362,1291,1400,31,31,34,32,35,32,35,19,9,13,10,10,17,10,73,83,75,83,76,73,82,45,46,46,50,43,44,42,59,4,11,4,7,22,5
FK_Hogsback_3_ctrl_one_yr,46.326,-105.808,MT,West and South Central Semiarid Prairies,756.53,13.51,321.93,0.51,8.16,15.81,18,1.782097245,70.14,17.86,1271,1444,1371,1438,1362,1291,1400,31,31,34,32,35,32,35,19,9,13,10,10,17,10,73,83,75,83,76,73,82,45,46,46,50,43,44,42,59,4,11,4,7,22,5
FK_Lone_Pine_1_ctrl_one_yr,46.348,-105.84,MT,West and South Central Semiarid Prairies,761.81,6.5,320.81,0.53,8.13,15.72,20,2.040449398,53.57,43.57,1338,1460,1388,1457,1417,1313,1421,21,22,25,20,28,23,25,12,9,12,10,10,15,9,70,79,73,80,75,70,77,45,49,42,51,42,46,45,39,4,9,4,7,20,5
FK_Lone_Pine_2_ctrl_one_yr,46.348,-105.84,MT,West and South Central Semiarid Prairies,761.81,6.5,320.81,0.53,8.13,15.72,19,1.483961115,54.14,10.14,1338,1460,1388,1457,1417,1313,1421,21,22,25,20,28,23,25,12,9,12,10,10,15,9,70,79,73,80,75,70,77,45,49,42,51,42,46,45,39,4,9,4,7,20,5
FK_Lone_Pine_3_ctrl_one_yr,46.348,-105.84,MT,West and South Central Semiarid Prairies,761.81,6.5,320.81,0.53,8.13,15.72,22,2.204992916,48.29,13.5,1338,1460,1388,1457,1417,1313,1421,21,22,25,20,28,23,25,12,9,12,10,10,15,9,70,79,73,80,75,70,77,45,49,42,51,42,46,45,39,4,9,4,7,20,5
Flem_1_ctrl_one_yr,45.706,-110.345,MT,West and South Central Semiarid Prairies,1317.13,1.44,371.11,0.44,7.69,14.94,9,0.894158641,88.57,3.57,1136,1444,1320,1398,1303,1171,1348,23,22,29,22,29,24,28,23,11,17,11,14,21,11,70,81,73,81,75,70,80,42,58,42,58,39,46,45,56,8,17,8,10,27,7
Flem_2_ctrl_one_yr,45.706,-110.345,MT,West and South Central Semiarid Prairies,1317.13,1.44,371.11,0.44,7.69,14.94,13,1.077918584,78.86,11,1136,1444,1320,1398,1303,1171,1348,23,22,29,22,29,24,28,23,11,17,11,14,21,11,70,81,73,81,75,70,80,42,58,42,58,39,46,45,56,8,17,8,10,27,7
Flem_3_ctrl_one_yr,45.706,-110.345,MT,West and South Central Semiarid Prairies,1317.13,1.44,371.11,0.44,7.69,14.94,12,0.924600274,95,3.57,1136,1444,1320,1398,1303,1171,1348,23,22,29,22,29,24,28,23,11,17,11,14,21,11,70,81,73,81,75,70,80,42,58,42,58,39,46,45,56,8,17,8,10,27,7
four_mile_road_1_ctrl_one_yr,44.088,-116.492,ID,Cold Deserts,931.84,22.86,504.76,2.42,9.39,16.36,8,1.638063778,16.8,4.4,1031,1446,1261,1398,1262,1196,1312,18,23,29,19,31,18,33,14,9,13,10,10,16,9,68,71,69,73,69,68,71,44,59,35,61,37,46,41,48,6,13,6,9,20,7
four_mile_road_2_ctrl_one_yr,44.088,-116.492,ID,Cold Deserts,931.84,22.86,504.76,2.42,9.39,16.36,8,1.621373782,16.8,25.8,1031,1446,1261,1398,1262,1196,1312,18,23,29,19,31,18,33,14,9,13,10,10,16,9,68,71,69,73,69,68,71,44,59,35,61,37,46,41,48,6,13,6,9,20,7
four_mile_road_3_ctrl_one_yr,44.088,-116.492,ID,Cold Deserts,931.84,22.86,504.76,2.42,9.39,16.36,7,1.506270604,15,34,1031,1446,1261,1398,1262,1196,1312,18,23,29,19,31,18,33,14,9,13,10,10,16,9,68,71,69,73,69,68,71,44,59,35,61,37,46,41,48,6,13,6,9,20,7
gravel_pit_1_ctrl_one_yr,44.559,-116.48,ID,Cold Deserts,904,6.37,558.21,1.01,8.72,16.43,10,1.983481151,22.8,12,1049,1354,1260,1350,1244,1110,1305,27,27,30,28,34,28,34,17,12,14,12,12,19,11,65,69,66,71,66,65,68,19,31,19,34,18,20,21,34,5,13,5,10,19,7
gravel_pit_2_ctrl_one_yr,44.559,-116.48,ID,Cold Deserts,904,6.37,558.21,1.01,8.72,16.43,10,1.813989611,22.8,28.4,1049,1354,1260,1350,1244,1110,1305,27,27,30,28,34,28,34,17,12,14,12,12,19,11,65,69,66,71,66,65,68,19,31,19,34,18,20,21,34,5,13,5,10,19,7
gravel_pit_3_ctrl_one_yr,44.559,-116.48,ID,Cold Deserts,904,6.37,558.21,1.01,8.72,16.43,8,1.762097334,20.2,27.8,1049,1354,1260,1350,1244,1110,1305,27,27,30,28,34,28,34,17,12,14,12,12,19,11,65,69,66,71,66,65,68,19,31,19,34,18,20,21,34,5,13,5,10,19,7
highway_20_1_ctrl_one_yr,43.255,-115.542,ID,Cold Deserts,1512,0,548.31,1.81,7.94,14.07,8,1.456157243,16.8,15.2,1122,1379,1211,1344,1190,1155,1271,16,22,24,23,30,17,30,17,10,16,11,13,19,10,64,67,65,68,66,64,66,38,46,35,51,36,41,36,66,5,17,5,10,25,6
highway_20_2_ctrl_one_yr,43.255,-115.542,ID,Cold Deserts,1512,0,548.31,1.81,7.94,14.07,12,2.201721563,0,69.4,1122,1379,1211,1344,1190,1155,1271,16,22,24,23,30,17,30,17,10,16,11,13,19,10,64,67,65,68,66,64,66,38,46,35,51,36,41,36,66,5,17,5,10,25,6
highway_20_3_ctrl_one_yr,43.255,-115.542,ID,Cold Deserts,1512,0,548.31,1.81,7.94,14.07,3,0.715487654,26.4,29.6,1122,1379,1211,1344,1190,1155,1271,16,22,24,23,30,17,30,17,10,16,11,13,19,10,64,67,65,68,66,64,66,38,46,35,51,36,41,36,66,5,17,5,10,25,6
Hyattville_1_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,2,0.276920011,15,1.67,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_10_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,9,1.655395619,15,38.33,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_106_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,3,0.608695873,54.17,6.67,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_118_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,4,0.824247945,38.33,15,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_124_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,7,1.407897908,45.83,14.17,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_133_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,5,1.014417244,54.17,6.67,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_145_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,6,0.729935766,10.83,69.17,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_163_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,4,0.80034112,37.5,0,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_172_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,6,0.795211186,30,5.83,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_178_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,5,0.879809666,54.17,2.5,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_187_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,5,1.094021354,18.33,46.67,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_211_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,4,0.61574506,45.83,1.67,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_214_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,6,0.637458145,0,0,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_25_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,7,1.540568784,15,61.67,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_31_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,4,0.428659218,6.67,30,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_40_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,2,0.153621745,15,70,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_49_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,2,0.153621745,14.17,62.5,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_55_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,3,0.254292758,22.5,0,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_61_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,4,0.78643249,54.17,0.83,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_7_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,5,1.446438594,30,38.33,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_73_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,7,1.53878623,45.83,15,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_76_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,4,1.099281854,54.17,10,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_88_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,5,0.984687625,37.5,10.83,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
Hyattville_91_ctrl_one_yr,44.139644,-107.528617,WY,Cold Deserts,1348.34,4.9,276.16,0.31,8.06,15.81,6,1.296658435,38.33,38.33,1243,1454,1324,1434,1367,1319,1408,22,23,27,22,30,21,29,6,8,11,8,10,14,8,78,84,80,83,82,77,83,31,32,27,39,26,32,26,26,4,9,4,8,14,6
ida_belle_1_ctrl_one_yr,43.185,-116.783,ID,Cold Deserts,1432.07,24.59,435.41,1.48,8.05,14.61,7,1.518285333,18.8,17.6,1086,1488,1165,1461,1225,1145,1362,14,11,16,11,21,13,19,29,9,13,10,11,21,10,68,76,69,77,70,68,74,61,68,59,69,57,61,60,68,4,12,4,10,19,6
ida_belle_2_ctrl_one_yr,43.185,-116.783,ID,Cold Deserts,1432.07,24.59,435.41,1.48,8.05,14.61,10,2.009256159,11.8,30.8,1086,1488,1165,1461,1225,1145,1362,14,11,16,11,21,13,19,29,9,13,10,11,21,10,68,76,69,77,70,68,74,61,68,59,69,57,61,60,68,4,12,4,10,19,6
ida_belle_3_ctrl_one_yr,43.185,-116.783,ID,Cold Deserts,1432.07,24.59,435.41,1.48,8.05,14.61,10,2.028161106,15.6,39.8,1086,1488,1165,1461,1225,1145,1362,14,11,16,11,21,13,19,29,9,13,10,11,21,10,68,76,69,77,70,68,74,61,68,59,69,57,61,60,68,4,12,4,10,19,6
jackson_creek_1_ctrl_one_yr,44.699,-116.489,ID,Cold Deserts,926.06,5.3,608.01,1.03,8.62,16.21,12,2.073500856,0,10,1091,1319,1269,1330,1241,1123,1313,20,24,25,23,31,21,31,18,10,13,10,12,18,11,64,67,65,69,66,64,67,26,34,24,38,23,26,25,66,5,13,4,8,23,7
jackson_creek_2_ctrl_one_yr,44.699,-116.489,ID,Cold Deserts,926.06,5.3,608.01,1.03,8.62,16.21,9,1.839568576,0,28.4,1091,1319,1269,1330,1241,1123,1313,20,24,25,23,31,21,31,18,10,13,10,12,18,11,64,67,65,69,66,64,67,26,34,24,38,23,26,25,66,5,13,4,8,23,7
jackson_creek_3_ctrl_one_yr,44.699,-116.489,ID,Cold Deserts,926.06,5.3,608.01,1.03,8.62,16.21,10,2.006983609,27.8,12.8,1091,1319,1269,1330,1241,1123,1313,20,24,25,23,31,21,31,18,10,13,10,12,18,11,64,67,65,69,66,64,67,26,34,24,38,23,26,25,66,5,13,4,8,23,7
julia-herb2-1_17_ctrl_one_yr,41.202312,-104.870849,WY,West and South Central Semiarid Prairies,1937.59,5.23,392.07,0.42,7.45,14.49,10,1.921924048,47.5,1.5,1191,1460,1322,1376,1334,1251,1376,16,14,20,15,24,16,20,16,7,17,9,11,16,8,70,80,73,81,75,69,79,63,68,62,71,62,63,64,34,4,13,4,9,19,6
julia-herb2-2_13_ctrl_one_yr,41.202312,-104.870849,WY,West and South Central Semiarid Prairies,1937.59,5.23,392.07,0.42,7.45,14.49,6,1.421616071,42.5,1,1191,1460,1322,1376,1334,1251,1376,16,14,20,15,24,16,20,16,7,17,9,11,16,8,70,80,73,81,75,69,79,63,68,62,71,62,63,64,34,4,13,4,9,19,6
julia-herb2-3_10_ctrl_one_yr,41.202312,-104.870849,WY,West and South Central Semiarid Prairies,1937.59,5.23,392.07,0.42,7.45,14.49,8,1.522639207,28.5,1,1191,1460,1322,1376,1334,1251,1376,16,14,20,15,24,16,20,16,7,17,9,11,16,8,70,80,73,81,75,69,79,63,68,62,71,62,63,64,34,4,13,4,9,19,6
julia-herb2-4_2_ctrl_one_yr,41.202312,-104.870849,WY,West and South Central Semiarid Prairies,1937.59,5.23,392.07,0.42,7.45,14.49,7,1.384038263,12.5,0,1191,1460,1322,1376,1334,1251,1376,16,14,20,15,24,16,20,16,7,17,9,11,16,8,70,80,73,81,75,69,79,63,68,62,71,62,63,64,34,4,13,4,9,19,6
Kane_1_ctrl_one_yr,44.81352,-107.178237,WY,West and South Central Semiarid Prairies,1294,5.36,449.13,-0.26,7.23,14.72,10,1.843556763,20,1,1158,1412,1329,1421,1338,1182,1364,23,20,29,21,29,23,27,24,9,16,10,12,21,10,68,77,70,77,71,68,75,34,43,34,50,32,37,37,82,11,16,11,11,23,13
Kane_2_ctrl_one_yr,44.81352,-107.178237,WY,West and South Central Semiarid Prairies,1294,5.36,449.13,-0.26,7.23,14.72,9,1.597362905,10,0,1158,1412,1329,1421,1338,1182,1364,23,20,29,21,29,23,27,24,9,16,10,12,21,10,68,77,70,77,71,68,75,34,43,34,50,32,37,37,82,11,16,11,11,23,13
Kane_3_ctrl_one_yr,44.81352,-107.178237,WY,West and South Central Semiarid Prairies,1294,5.36,449.13,-0.26,7.23,14.72,8,1.35229143,20,0,1158,1412,1329,1421,1338,1182,1364,23,20,29,21,29,23,27,24,9,16,10,12,21,10,68,77,70,77,71,68,75,34,43,34,50,32,37,37,82,11,16,11,11,23,13
Kane_4_ctrl_one_yr,44.81352,-107.178237,WY,West and South Central Semiarid Prairies,1294,5.36,449.13,-0.26,7.23,14.72,8,1.629483813,15,1,1158,1412,1329,1421,1338,1182,1364,23,20,29,21,29,23,27,24,9,16,10,12,21,10,68,77,70,77,71,68,75,34,43,34,50,32,37,37,82,11,16,11,11,23,13
larkspur_101_ctrl_one_yr,43.768492,-107.152386,WY,Cold Deserts,2202.7,13.3,522.76,-0.92,4.39,9.7,11,1.943702779,43.33,15,764,1348,1081,1315,1204,953,1269,22,25,26,25,29,25,26,70,37,56,37,41,69,37,61,70,62,71,64,62,67,32,45,30,43,32,35,38,135,7,28,7,12,51,8
larkspur_212_ctrl_one_yr,43.768492,-107.152386,WY,Cold Deserts,2202.7,13.3,522.76,-0.92,4.39,9.7,13,1.767096047,43.67,7.33,764,1348,1081,1315,1204,953,1269,22,25,26,25,29,25,26,70,37,56,37,41,69,37,61,70,62,71,64,62,67,32,45,30,43,32,35,38,135,7,28,7,12,51,8
larkspur_313_ctrl_one_yr,43.768492,-107.152386,WY,Cold Deserts,2202.7,13.3,522.76,-0.92,4.39,9.7,12,1.888040715,50.67,8,764,1348,1081,1315,1204,953,1269,22,25,26,25,29,25,26,70,37,56,37,41,69,37,61,70,62,71,64,62,67,32,45,30,43,32,35,38,135,7,28,7,12,51,8
larkspur_404_ctrl_one_yr,43.768492,-107.152386,WY,Cold Deserts,2202.7,13.3,522.76,-0.92,4.39,9.7,11,1.77344363,31.67,11,764,1348,1081,1315,1204,953,1269,22,25,26,25,29,25,26,70,37,56,37,41,69,37,61,70,62,71,64,62,67,32,45,30,43,32,35,38,135,7,28,7,12,51,8
Masters_North_1_ctrl_one_yr,44.93673,-107.186959,WY,West and South Central Semiarid Prairies,1177.35,9.98,411.66,-0.33,7.44,15.22,9,1.612240308,5,2,1099,1439,1323,1454,1373,1227,1420,24,27,29,25,33,25,33,18,9,15,10,12,19,9,70,80,71,80,73,70,79,28,32,27,34,23,28,25,45,6,13,7,10,21,7
Masters_North_2_ctrl_one_yr,44.93673,-107.186959,WY,West and South Central Semiarid Prairies,1177.35,9.98,411.66,-0.33,7.44,15.22,10,1.344690759,15,1,1099,1439,1323,1454,1373,1227,1420,24,27,29,25,33,25,33,18,9,15,10,12,19,9,70,80,71,80,73,70,79,28,32,27,34,23,28,25,45,6,13,7,10,21,7
